"RowID","ï..Age","Gender","Kids","Edu","Work.Status","Annual.Income","Current.Occupation","How.long.have.you.held.this.position...Years","How.long.have.you.held.this.position...Months","Community.size","Country.of.residence","Marital.Status","Number.of.sons","Number.of.daughters","X.DP.1..I.waste.a.lot.of.time.on.trivial.matters.before.getting.to.the.final.decisions","X.DP.2..Even.after.I.make.a.decision.I.delay.acting.upon.it","X.DP.3..I.donâ..t.make.decisions.unless.I.really.have.to","X.DP.4..I.delay.making.decisions.until.itâ..s.too.late","X.DP.5..I.put.off.making.decisions.until.itâ..s.too.late","X.AIP.1..I.pay.my.bills.on.time","X.AIP.2.I.am.prompt.and.on.time.for.most.appointments.","X.AIP.3.I.lay.out.my.clothes.the.night.before.I.have.an.important.appointment..so.I.wonâ..t.be.late","X.AIP.4..I.find.myself.running.later.than.I.would.like.to.be","X.AIP.5..I.donâ..t.get.things.done.on.time","X.AIP.6..If.someone.were.teaching.a.course.on.how.to.get.things.done.on.time..I.would.attend","X.AIP.7..My.friends.and.family.think.I.wait.until.the.last.minute.","X.AIP.8..I.get.important.things.done.with.time.to.spare","X.AIP.9..I.am.not.very.good.at.meeting.deadlines","X.AIP.10..I.find.myself.running.out.of.time.","X.AIP.11..I.schedule.doctorâ..s.appointments.when.I.am.supposed.to.without.delay","X.AIP.12..I.am.more.punctual.than.most.people.I.know","X.AIP.13..I.do.routine.maintenance..e.g...changing.the.car.oil..on.things.I.own.as.often.as.I.should","X.AIP.14.When.I.have.to.be.somewhere.at.a.certain.time.my.friends.expect.me.to.run.a.bit.late","X.AIP.15.Putting.things.off.till.the.last.minute.has.cost.me.money.in.the.past","X.GP.1.I.often.find.myself.performing.tasks.that.I.had.intended.to.do.days.before","X.GP2..I.often.miss.concerts..sporting.events..or.the.like.because.I.donâ..t.get.around.to.buying.tickets.on.time","X.GP.3..When.planning.a.party..I.make.the.necessary.arrangements.well.in.advance","X.GP.4..When.it.is.time.to.get.up.in.the.morning..I.most.often.get.right.out.of.bed","X.GP.5..A.letter.may.sit.for.days.after.I.write.it.before.mailing.it.possible","X.GP.6..I.generally.return.phone.calls.promptly","X.GP.7..Even.jobs.that.require.little.else.except.sitting.down.and.doing.them..I.find.that.they.seldom.get.done.for.days","X.GP.8..I.usually.make.decisions.as.soon.as.possible","X.GP.9..I.generally.delay.before.starting.on.work.I.have.to.do","X.GP.10..When.traveling..I.usually.have.to.rush.in.preparing.to.arrive.at.the.airport.or.station.at.the.appropriate.time","X.GP.11..When.preparing.to.go.out..I.am.seldom.caught.having.to.do.something.at.the.last.minute","X.GP.12..In.preparation.for.some.deadlines..I.often.waste.time.by.doing.other.things","X.GP.13..If.a.bill.for.a.small.amount.comes..I.pay.it.right.away","X.GP.14..I.usually.return.a.â.œRSVPâ...request.very.shortly.after.receiving.it","X.GP.15..I.often.have.a.task.finished.sooner.than.necessary","X.GP.16..I.always.seem.to.end.up.shopping.for.birthday.gifts.at.the.last.minute","X.GP.17..I.usually.buy.even.an.essential.item.at.the.last.minute","X.GP.18..I.usually.accomplish.all.the.things.I.plan.to.do.in.a.day","X.GP.19..I.am.continually.saying.â.œIâ..ll.do.it.tomorrowâ..","X.GP.20..I.usually.take.care.of.all.the.tasks.I.have.to.do.before.I.settle.down.and.relax.for.the.evening","X.SWLS.1..In.most.ways.my.life.is.close.to.my.ideal","X.SWLS.2.The.conditions.of.my.life.are.excellent","X.SWLS.3..I.am.satisfied.with.my.life.","X.SWLS.4..So.far.I.have.gotten.the.important.things.I.want.in.life","X.SWLS.5..If.I.could.live.my.life.over..I.would.change.almost.nothing","Do.you.consider.yourself.a.procrastinator.","Do.others.consider.you.a.procrastinator."
1951,37.5,"Female","No Kids","deg","full-time",67500,"Editor",1,3,"Small Town","United States","Single","0",0,4,4,3,1,1,1,3,4,4,4,2,3,2,2,4,2,4,3,4,2,5,2,3,5,3,2,4,4,4,3,5,4,1,2,3,2,1,1,5,5,3,1,3,2,1,"yes","yes"
1952,45,"Male","No Kids","dip","part-time",67500,"consultant",6,6,"Small City","United States","Single","0",0,2,2,3,2,2,1,1,2,3,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,4,2,2,2,3,3,3,2,4,3,"no","no"
1953,32.5,"Male","Yes Kids","ma","full-time",45000,"0",0,1,"Medium-Sized","United States","Married","Female",0,3,2,4,1,1,1,1,2,2,2,3,1,3,1,2,5,2,3,2,2,3,2,2,2,3,2,2,2,3,2,4,3,2,2,3,4,4,3,2,3,4,4,4,3,4,"no","no"
1954,45,"Female","Yes Kids","ma","part-time",55000,"teacher",2,0,"Small City","United States","Married","Male",0,4,5,4,3,3,3,3,4,3,4,1,4,5,4,4,2,4,4,2,4,5,2,4,2,5,2,5,3,5,3,4,5,3,5,4,5,4,5,4,4,3,4,2,3,3,"yes","yes"
1955,32.5,"Female","No Kids","ma","student",15000,"0",0,0,"Small City","United States","Single","0",0,4,3,4,3,3,1,3,4,4,3,5,5,4,3,5,3,4,2,4,5,5,2,3,5,2,2,3,3,4,4,1,4,2,3,5,5,5,5,5,5,3,4,4,3,2,"yes","yes"
1956,32.5,"Female","No Kids","ma","full-time",55000,"Marketing",1,1,"Medium-Sized","United States","Single","0",0,3,2,3,2,2,2,2,5,3,2,3,2,3,2,2,3,4,4,3,4,3,1,2,5,4,2,3,2,2,2,2,3,4,2,3,3,3,3,4,3,3,3,4,5,4,"yes","no"
1957,55,"Male","Yes Kids","phd","full-time",250000,"Attorney",28,0,"Large-City","United States","Married","5",5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,1,3,3,4,4,4,4,4,4,3,4,4,5,4,5,5,4,3,3,3,3,2,"yes","yes"
1958,20,"Female","No Kids","ltuni","part-time",10000,"Mentor/Special Events intern",0,7,"Large Town","United States","Single","0",0,3,1,4,1,1,2,1,3,3,2,1,2,2,1,1,3,2,3,1,1,1,1,2,2,2,1,1,3,1,4,5,1,2,3,1,2,2,2,2,2,3,3,5,5,3,"no","no"
1959,24,"Male","Yes Kids","ltuni","part-time",15000,"IT Technician",3,0,"Small Town","United States","Married","0",1,5,5,5,5,5,3,2,4,5,5,3,5,5,5,5,3,4,3,3,5,5,3,2,4,2,2,5,5,5,3,1,5,3,3,5,5,5,5,5,5,1,1,3,1,2,"yes","yes"
1960,55,"Female","Yes Kids","deg","full-time",55000,"Real Estate Appraiser",14,0,"Medium-Sized","United States","Divorced","Male",1,4,3,2,3,3,4,4,5,5,4,3,5,3,4,5,3,3,3,4,5,5,3,3,5,4,3,4,3,4,4,1,5,3,4,4,5,4,4,5,1,2,2,2,3,1,"yes","yes"
1961,32.5,"Male","No Kids","ma","full-time",150000,"Software Developer",1,0,"Small Town","United States","Married","0",0,4,5,1,1,1,5,3,3,5,5,5,5,5,5,5,3,4,1,3,5,1,1,1,5,2,2,4,1,4,3,2,5,1,1,3,2,2,5,5,5,1,2,3,3,1,"yes","yes"
1962,24,"Female","No Kids","ltuni","student",15000,"Server",0,8,"Medium-Sized","United States","Single","0",0,3,4,4,4,4,3,3,5,4,5,5,5,5,4,4,4,4,4,4,5,5,3,3,5,5,4,5,4,4,4,3,4,4,3,5,5,5,5,5,4,3,3,3,4,2,"yes","yes"
1963,24,"Male","No Kids","ltuni","student",10000,"0",4,0,"Small City","United States","Single","0",0,5,5,5,5,5,5,1,5,3,5,5,5,5,5,5,5,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,1,"yes","yes"
1964,32.5,"Male","No Kids","phd","part-time",35000,"Attorney - self employed for 2 years â€“ f",2,0,"Medium-Sized","United States","Married","0",0,5,4,4,5,5,4,2,5,3,5,5,5,5,4,5,4,2,5,2,5,4,3,3,3,3,3,5,5,5,3,4,5,4,3,4,5,5,3,5,4,2,3,2,4,1,"yes",""
1965,45,"Male","Yes Kids","phd","full-time",NA,"0",3,0,"","United States","Married","0",2,3,3,3,3,2,1,3,2,4,4,4,4,5,5,5,4,5,5,4,4,4,1,3,3,3,3,4,2,5,5,4,5,1,2,4,5,5,2,2,2,5,5,5,5,5,"yes","yes"
1966,20,"Female","No Kids","ltuni","student",10000,"Server",1,0,"Large-City","United States","Single","0",0,3,5,5,4,4,1,2,4,5,3,1,5,5,2,4,3,3,2,5,1,4,3,2,1,2,2,3,3,4,4,5,4,1,3,4,4,3,2,4,2,4,5,4,4,4,"yes","yes"
1967,20,"Female","No Kids","ltuni","student",10000,"Tour Guide",0,2,"Large-City","United States","Single","0",0,3,3,1,1,1,1,2,1,3,3,3,2,4,1,2,3,2,4,3,2,2,1,3,1,3,2,2,2,3,1,2,4,1,1,3,4,2,2,3,2,4,4,4,4,2,"no","no"
1968,45,"Female","No Kids","deg","full-time",67500,"manager",2,0,"Medium-Sized","United States","Single","0",0,3,3,2,2,2,1,1,2,1,2,1,1,2,1,2,3,1,3,1,2,3,2,2,2,2,3,3,2,4,1,2,2,2,2,2,2,3,3,2,2,4,4,4,3,2,"no","no"
1969,55,"Female","Yes Kids","ma","retired",35000,"0",0,0,"Rural/Country","United States","Widowed","Female",0,3,2,2,1,1,1,1,1,2,2,3,2,1,1,1,3,1,2,1,2,2,1,1,2,2,2,3,3,2,5,1,1,1,2,1,2,2,2,2,2,4,4,4,4,3,"yes","yes"
1970,32.5,"Female","No Kids","ma","student",15000,"Graduate student--research and teaching",1,6,"Large-City","United States","Single","0",0,2,2,3,2,2,1,1,3,3,2,1,3,3,2,3,1,3,2,2,2,3,1,2,3,2,2,3,2,4,3,2,3,1,1,3,4,2,3,3,4,3,4,4,5,4,"yes","no"
1971,45,"Male","No Kids","ma","full-time",45000,"writer",12,0,"Small City","United States","Married","0",0,2,1,4,1,1,1,1,1,2,3,3,4,4,3,5,5,2,2,1,5,5,2,2,2,5,3,3,1,5,3,2,5,2,5,3,5,5,2,4,1,3,3,3,2,4,"yes","yes"
1972,20,"Female","No Kids","ltuni","full-time",10000,"Server",0,6,"Medium-Sized","United States","Divorced","0",0,4,5,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,3,1,1,"yes","yes"
1973,37.5,"Female","No Kids","ma","full-time",NA,"Technical Trainer",2,5,"Large-City","United States","Married","0",0,2,3,2,1,1,1,3,3,5,3,2,4,3,3,3,2,5,2,5,3,4,2,2,5,3,3,4,3,3,3,4,3,3,2,4,3,3,3,3,4,3,1,3,3,1,"yes","no"
1974,45,"Male","Yes Kids","phd","full-time",67500,"college professor",1,0,"Large-City","United States","Married","Male",1,3,3,3,2,2,3,2,5,3,3,3,4,4,4,4,3,3,4,2,5,4,2,2,5,1,2,5,3,5,3,3,4,5,4,4,2,3,4,5,4,2,2,2,2,1,"yes","yes"
1975,67.5,"Male","No Kids","phd","full-time",150000,"college professor",12,0,"Large-City","United States","Married","0",0,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,4,5,5,4,3,4,2,3,3,5,5,5,5,5,5,4,5,5,5,5,3,5,2,2,2,3,2,"yes","yes"
1976,55,"Male","No Kids","ltuni","full-time",67500,"0",3,0,"Medium-Sized","United States","Divorced","0",0,4,3,4,3,3,4,3,2,4,5,4,5,4,5,5,5,3,5,2,4,4,3,4,3,1,1,3,4,4,2,2,4,5,5,4,5,5,5,5,4,2,3,3,2,2,"yes","yes"
1977,20,"Female","No Kids","ltuni","student",10000,"please specify",999,0,"Large-City","United States","Single","0",0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,4,4,4,4,5,"no","no"
1978,32.5,"Male","No Kids","deg","student",10000,"catholic priest/ full timestudent",3,3,"Rural/Country","United States","Single","0",0,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,4,2,1,1,4,2,1,5,1,"no","no"
1979,37.5,"Male","No Kids","ma","full-time",67500,"Geophysicist",12,0,"Large-City","United States","Married","0",0,4,5,4,4,4,1,2,4,5,5,5,5,3,4,5,4,3,2,4,4,4,2,2,4,3,2,4,2,5,4,2,4,2,3,3,4,2,5,4,4,3,3,3,4,3,"yes","yes"
1980,28,"Female","No Kids","dip","full-time",55000,"Research Associate",0,3,"Large-City","United States","Single","0",0,3,1,1,1,1,1,2,3,3,3,2,2,1,3,4,1,3,2,4,5,3,3,3,2,1,2,1,1,3,3,4,4,1,1,3,3,3,1,1,1,4,2,1,3,1,"yes","yes"
1981,45,"Male","Yes Kids","phd","full-time",87500,"teacher",1,0,"Small City","United States","Married","0",1,5,4,3,3,3,3,1,4,1,4,4,4,5,4,5,5,1,1,1,3,5,1,1,1,1,1,4,3,5,1,1,5,2,2,4,1,1,4,5,4,3,3,3,2,2,"yes","no"
1982,45,"Female","Yes Kids","ma","full-time",55000,"ISTraining Coordinator",4,11,"Small City","United States","Married","0",1,3,4,4,4,4,5,3,3,4,4,3,5,4,3,4,4,5,4,4,5,5,3,4,5,3,2,4,4,4,5,4,4,5,5,5,4,4,4,4,5,3,4,4,4,4,"yes","yes"
1983,28,"Female","No Kids","phd","student",87500,"teacher",3,0,"Large Town","United States","Married","0",0,4,5,4,2,2,2,1,2,3,2,1,2,2,2,3,4,2,4,1,4,4,3,3,5,5,4,4,5,2,2,4,4,4,3,3,3,2,5,4,4,3,5,4,4,4,"yes","no"
1984,37.5,"Female","No Kids","ma","unemployed",10000,"set lighting technician",2,8,"Large-City","United States","","0",0,5,5,5,5,5,3,2,3,5,5,3,5,5,4,5,3,3,3,3,5,5,3,4,5,4,4,5,5,5,5,5,5,3,3,4,4,4,4,5,4,1,3,3,3,1,"yes","yes"
1985,55,"Female","No Kids","ma","full-time",87500,"senior project manager",28,0,"Large-City","United States","Married","0",0,3,4,3,3,3,1,2,2,5,5,5,5,3,4,4,1,3,1,4,4,4,1,3,2,3,5,5,3,3,5,5,5,1,3,3,4,4,5,5,5,3,3,3,3,1,"yes","yes"
1986,19,"Female","No Kids","ltuni","student",10000,"please specify",999,0,"Small City","United States","Single","0",0,2,2,3,1,1,1,1,3,2,1,1,3,3,1,2,3,2,3,2,1,3,1,2,1,1,1,1,4,3,2,2,3,1,3,4,5,3,3,3,3,4,3,4,4,5,"yes","no"
1987,55,"Male","Yes Kids","phd","full-time",250000,"Doctor; Physician",28,0,"Large Town","United States","Married","Male",0,4,4,5,4,4,3,3,4,4,4,3,4,3,5,5,4,3,3,4,3,4,2,2,4,4,3,4,5,4,3,3,4,5,4,4,5,4,4,4,5,3,3,4,4,3,"yes","yes"
1988,32.5,"Female","No Kids","dip","part-time",10000,"Graphic Designer",4,0,"Large-City","United States","Single","0",0,3,3,3,2,2,2,2,5,3,3,2,2,3,2,3,3,2,3,2,2,3,2,3,4,2,2,3,4,4,3,3,4,2,3,3,4,2,4,3,4,2,3,3,3,2,"yes","yes"
1989,45,"Female","Yes Kids","ma","full-time",45000,"Customer Service",7,2,"Small City","United States","Divorced","0",1,3,1,2,1,1,1,1,2,3,2,2,2,2,3,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,4,3,2,2,2,1,1,2,2,1,3,4,3,2,1,"no","no"
1990,45,"Male","No Kids","ma","full-time",55000,"enologist",2,0,"Small City","United States","Single","0",0,3,3,3,3,3,2,3,4,4,3,3,5,4,3,4,2,4,3,4,4,4,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,2,3,2,1,3,"yes","yes"
1991,16.5,"Male","No Kids","lthigh","student",NA,"0",0,0,"Medium-Sized","United States","","0",0,4,4,2,4,4,1,3,2,3,3,4,4,4,4,3,1,3,5,3,3,5,2,2,2,3,3,5,4,5,2,3,5,2,3,5,3,3,5,5,4,2,3,1,1,1,"yes","yes"
1992,55,"Male","No Kids","deg","full-time",67500,"Editor",17,0,"Large-City","United States","Married","0",0,4,3,4,3,3,3,3,2,4,3,4,4,3,3,4,4,4,4,4,4,4,1,3,1,2,2,3,4,5,4,4,4,2,4,4,4,3,4,4,4,3,3,2,3,1,"yes","yes"
1993,67.5,"Male","No Kids","dip","retired",10000,"Registered Respiratory Therapist",23,0,"","United States","Single","0",0,2,3,2,4,4,2,2,4,5,5,2,5,4,5,5,5,5,4,4,4,4,5,2,2,3,1,3,1,4,4,4,2,2,2,3,5,5,3,2,3,1,1,1,1,1,"no","no"
1994,20,"Female","No Kids","ltuni","student",10000,"0",0,0,"Small City","United States","Single","0",0,3,2,3,1,1,1,1,5,2,2,2,2,3,3,5,1,1,1,1,1,5,1,1,5,5,1,3,1,4,1,1,4,1,4,3,4,1,3,5,3,2,2,3,3,3,"yes","no"
1995,45,"Female","Yes Kids","ma","full-time",55000,"Administrator",5,0,"Rural/Country","United States","Married","Male",1,5,5,5,4,4,1,5,3,5,5,4,5,5,5,5,2,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5,5,2,5,5,5,3,5,5,5,3,3,4,3,3,"no","yes"
1996,67.5,"Male","Yes Kids","high","retired",35000,"0",6,6,"Small City","United States","Married","Female",4,4,4,4,3,3,1,1,5,2,3,4,4,4,3,4,2,1,4,1,4,4,3,3,2,3,2,4,3,3,1,2,2,2,2,3,4,3,4,4,4,1,1,1,1,1,"yes","yes"
1997,45,"Female","No Kids","deg","part-time",15000,"Framer/Sales Associate",5,6,"Small Town","United States","Married","0",0,4,3,4,2,2,5,2,4,4,4,5,4,5,4,3,2,3,4,3,5,4,1,2,3,3,2,4,4,4,2,3,4,5,3,4,3,2,5,4,4,3,3,4,4,4,"yes","yes"
1998,32.5,"Male","No Kids","ma","full-time",45000,"Social Worker",0,4,"Medium-Sized","United States","Single","0",0,1,3,5,5,5,1,3,5,4,4,1,4,2,4,4,4,5,2,4,3,5,4,5,5,1,5,2,3,4,2,5,5,1,5,4,5,5,5,5,5,1,2,1,1,1,"yes","yes"
1999,21,"Female","No Kids","ltuni","student",10000,"Fitness Assistant / wellness mentor / ca",5,0,"Medium-Sized","United States","Single","0",0,4,3,2,2,2,2,3,3,4,2,3,2,3,1,3,2,4,4,5,2,3,1,2,4,2,2,3,4,4,2,2,5,1,2,4,4,4,3,2,2,4,5,4,4,5,"yes","yes"
2000,23,"Female","No Kids","ltuni","student",250000,"please specify",17,0,"Small City","United States","Single","0",0,4,4,3,3,3,2,1,4,1,3,2,5,3,3,4,5,2,4,2,3,4,3,4,4,4,5,3,4,4,3,2,4,4,3,4,5,4,4,4,4,5,5,5,5,5,"yes","yes"
2001,32.5,"Male","No Kids","ma","full-time",15000,"teacher",1,4,"Medium-Sized","United States","Divorced","0",0,4,4,1,2,2,2,1,3,1,4,4,5,4,1,2,2,1,5,1,5,5,1,3,1,5,5,5,3,5,1,4,5,2,3,3,4,4,4,4,4,1,1,1,1,1,"yes","yes"
2002,67.5,"Male","No Kids","deg","retired",55000,"0",0,0,"Medium-Sized","United States","Married","0",0,2,1,1,1,1,1,1,2,3,2,1,1,4,1,1,1,4,1,2,1,1,1,1,2,1,1,1,1,2,3,2,1,1,2,1,1,3,3,2,1,5,5,5,4,5,"no","no"
2003,45,"Female","No Kids","ma","full-time",250000,"visual artist",10,0,"Large-City","United States","Married","0",0,5,5,4,3,3,1,1,5,4,3,4,3,3,2,5,4,3,2,3,3,4,2,3,2,1,4,4,5,5,1,3,5,1,1,3,4,2,1,3,3,3,4,3,4,2,"yes","no"
2004,20,"Female","No Kids","ltuni","student",10000,"Nanny",0,7,"Large-City","United States","Single","0",0,2,2,1,1,1,1,3,4,2,1,1,1,3,1,2,2,4,2,2,1,2,1,2,1,3,1,2,2,3,1,2,2,1,2,3,5,2,3,3,4,5,5,5,5,5,"no","no"
2005,32.5,"Female","No Kids","deg","student",25000,"Graduate Assistant",1,0,"Medium-Sized","United States","Single","0",0,2,3,2,2,2,2,1,4,1,1,1,1,4,1,2,5,2,4,1,4,4,1,2,2,3,2,2,3,4,1,1,4,5,3,3,5,5,2,3,4,3,3,2,3,1,"no","no"
2006,23,"Male","No Kids","deg","student",NA,"Unemployed",0,0,"Large-City","United States","Single","0",0,2,3,4,2,2,4,1,5,2,2,1,4,4,2,2,5,1,5,1,5,4,4,3,5,4,5,3,3,5,5,5,3,3,5,4,5,5,5,5,4,4,4,3,3,1,"yes","yes"
2007,55,"Female","No Kids","dip","full-time",150000,"Editor",12,0,"Large-City","United States","Single","0",0,5,4,3,3,3,5,3,5,4,4,1,4,4,4,5,3,4,4,3,5,4,2,4,3,3,3,5,4,4,2,4,5,5,4,4,4,3,4,4,4,4,3,4,4,3,"yes","yes"
2008,37.5,"Male","No Kids","phd","full-time",67500,"college professor",1,0,"Large-City","United States","Single","0",0,3,4,3,3,3,3,3,4,4,4,2,4,3,3,4,3,5,2,4,3,3,2,3,2,3,3,3,3,4,4,4,4,3,3,4,3,3,4,4,4,3,3,4,3,2,"yes","yes"
2009,55,"Male","No Kids","ltuni","part-time",25000,"newspaper carrier",23,0,"Medium-Sized","United States","Single","0",0,4,5,4,3,3,1,2,5,5,3,1,5,4,3,4,2,4,2,4,4,5,1,3,4,2,2,4,4,5,3,5,5,5,5,4,5,4,4,4,4,1,1,1,1,1,"yes","yes"
2010,45,"Female","Yes Kids","ltuni","full-time",35000,"Consumer Case Coordinator",0,6,"Medium-Sized","United States","Married","3",0,2,2,1,1,1,3,3,1,4,2,2,1,5,1,2,1,5,4,3,3,2,1,1,4,1,1,1,3,2,2,3,3,4,4,3,2,1,4,1,4,3,3,3,3,2,"yes","yes"
2011,55,"Male","No Kids","deg","full-time",45000,"teacher",6,8,"Rural/Country","United States","Married","0",0,2,1,2,2,1,1,1,2,1,1,1,3,3,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,3,2,4,2,4,4,4,4,4,3,"no","no"
2012,55,"Female","No Kids","deg","unemployed",10000,"business consultant",17,0,"Medium-Sized","United States","Single","0",0,4,4,4,3,4,4,3,3,4,4,2,5,4,4,5,4,4,4,4,5,5,4,3,4,3,2,4,4,4,5,5,5,5,5,5,5,4,4,5,4,2,4,3,3,2,"yes","yes"
2013,21,"Male","No Kids","deg","full-time",55000,"engineer",0,10,"Medium-Sized","United States","Single","0",0,4,4,5,4,4,1,2,2,4,3,3,4,3,3,3,4,2,2,2,3,3,2,3,5,2,3,4,4,4,2,3,4,2,4,4,3,2,5,5,4,3,3,3,2,2,"yes","no"
2014,37.5,"Female","No Kids","ma","student",25000,"consultant",6,0,"Large Town","United States","Single","0",0,4,4,5,4,4,1,1,2,4,4,3,2,4,2,3,1,2,1,2,2,4,1,4,5,3,2,4,2,4,4,4,4,1,1,3,3,2,4,4,3,3,4,4,4,4,"yes","yes"
2015,20,"Female","No Kids","ltuni","student",10000,"please specify",2,0,"Large-City","United States","Single","0",0,4,2,2,2,2,2,3,4,3,2,2,2,4,1,3,4,4,4,2,2,3,1,2,3,4,3,3,2,3,3,4,3,2,2,3,4,4,3,4,2,3,4,3,2,4,"yes","no"
2016,21,"Male","No Kids","ltuni","student",10000,"0",0,0,"Small City","United States","Single","0",0,2,5,4,4,4,4,3,5,3,4,5,5,4,5,4,5,3,4,2,5,4,1,4,3,2,3,3,4,4,2,2,4,4,5,3,5,5,3,5,3,2,2,2,1,1,"yes","yes"
2017,32.5,"Male","Yes Kids","phd","full-time",55000,"0",5,0,"Medium-Sized","United States","Married","Male",2,4,3,5,1,1,1,2,2,3,1,2,5,4,2,2,3,3,4,2,2,3,1,3,3,2,1,3,5,5,1,3,3,3,2,4,3,3,3,4,3,5,5,4,4,5,"yes","yes"
2018,23,"Female","No Kids","ltuni","full-time",25000,"Medical",4,2,"Rural/Country","United States","Single","0",0,4,5,2,2,2,1,1,2,3,3,1,4,2,3,3,4,5,3,4,4,4,2,3,5,3,4,5,3,4,3,4,4,1,4,4,5,5,3,4,3,2,2,1,2,1,"yes","yes"
2019,32.5,"Female","No Kids","ma","student",15000,"0",1,6,"Small City","United States","Single","0",0,4,3,3,3,3,2,2,4,2,4,4,4,4,4,4,2,3,4,3,4,3,3,4,4,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,"yes","yes"
2020,28,"Male","No Kids","phd","full-time",45000,"Postdoc",0,7,"Small City","United States","Married","0",0,4,4,5,3,3,1,2,3,3,4,3,5,1,3,4,3,3,3,2,4,4,2,3,4,3,3,4,4,4,4,4,4,2,4,4,4,3,4,5,4,3,4,3,5,4,"yes","yes"
2021,20,"Male","No Kids","ltuni","student",10000,"please specify",14,0,"Small City","United States","Single","0",0,3,3,4,3,3,2,2,3,4,3,4,3,5,2,3,5,3,4,2,3,4,3,4,2,1,3,2,5,4,1,2,4,3,3,5,3,2,5,4,5,5,4,4,4,3,"no","no"
2022,16.5,"Male","No Kids","lthigh","student",10000,"Unemployed",0,0,"Large Town","United States","Single","0",0,3,3,3,3,3,3,2,3,4,5,5,4,4,3,5,1,3,3,2,4,3,2,2,4,2,2,5,3,5,3,3,5,2,2,4,2,3,4,5,4,3,4,4,3,2,"yes","yes"
2023,23,"Male","No Kids","ltuni","full-time",35000,"Manager,Interacitve Media",1,4,"Large-City","United States","Single","0",0,4,3,4,4,4,4,5,4,5,3,3,4,4,3,4,4,5,4,5,4,4,4,3,5,2,3,4,3,4,5,4,3,4,3,4,5,5,3,4,4,2,4,3,2,4,"yes","no"
2024,45,"Female","No Kids","phd","part-time",NA,"Attorney",17,0,"Large-City","United States","Single","0",0,5,5,4,3,2,5,3,5,5,4,3,5,5,5,5,2,4,3,5,5,5,3,4,5,4,3,4,3,4,5,5,5,1,2,4,5,4,5,5,5,1,1,1,1,1,"yes","yes"
2025,28,"Female","No Kids","ma","full-time",55000,"teacher",4,10,"Large-City","United States","Single","0",0,3,2,3,2,2,2,2,3,2,3,2,4,5,3,3,4,3,4,4,3,3,1,2,3,3,3,2,3,4,3,4,3,4,4,4,3,3,3,3,3,4,4,4,3,3,"yes","yes"
2026,32.5,"Female","No Kids","deg","full-time",67500,"Art Director",7,3,"Large-City","United States","Single","0",0,3,4,4,3,3,1,2,1,3,2,3,2,3,1,2,3,3,3,3,3,4,3,2,5,3,3,3,4,4,4,4,3,4,4,3,3,3,5,4,3,3,3,3,3,2,"yes","no"
2027,37.5,"Female","No Kids","ma","full-time",67500,"0",3,0,"Large-City","United States","Married","0",0,3,5,4,1,1,1,2,4,4,1,1,1,1,1,1,2,2,5,2,1,3,1,1,2,4,3,3,4,4,1,1,3,2,1,3,4,3,3,2,3,5,5,4,5,4,"no","no"
2028,20,"Female","No Kids","ltuni","student",10000,"please specify",999,0,"Large-City","United States","Single","0",0,2,4,2,1,1,2,3,5,3,2,3,3,3,2,2,4,5,3,5,3,3,3,4,5,4,2,3,3,4,5,4,3,5,3,4,4,4,2,1,3,3,3,4,4,3,"yes","no"
2029,32.5,"Male","No Kids","ma","full-time",150000,"Attorney",6,0,"Large-City","United States","Single","0",0,3,5,4,4,4,1,2,2,4,2,5,3,3,1,4,1,3,1,1,4,5,2,2,3,1,2,3,3,4,3,3,4,1,2,1,3,4,5,4,4,2,3,2,2,1,"yes","yes"
2030,28,"Male","No Kids","ma","student",15000,"please specify",1,6,"Large-City","United States","Single","0",0,3,3,4,3,3,2,2,2,3,2,1,2,2,3,4,2,2,5,3,4,4,1,1,4,4,3,4,2,4,2,2,4,3,5,4,5,2,2,3,4,3,3,1,3,1,"yes","no"
2031,32.5,"Male","No Kids","ma","student",25000,"0",6,0,"Small City","United States","Married","0",0,5,4,4,4,4,1,1,2,2,4,3,4,5,5,4,2,3,4,3,3,3,1,1,4,1,2,4,4,4,2,3,4,2,4,5,4,2,5,5,4,1,2,2,3,2,"yes","yes"
