"Age","Gender","Kids","Education","EducationAlt","WrkStatus","Income","Occupation","OccupatnAlt","YearsInPos","MnthsInPos","CommSize","Country","MaritalStat","Sons","Daughters","SelfProcrast","OthrProcrast","HDICategory","DPMean","AIPMean","GPMean","SWLSMean","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5"
55,"Male","No","ma","Masters","Retired",67500,"0","*MISSING*","2",0,"Medium-Sized","United States","Separated",0,0,"Yes","No","Very High",1.6,2.27,2.5,3.6,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,3,2,2,2,3,1,2,3,2,2,2,2,3,3,4,2,4,2,3,3,2,3,2,2,4,4,4,4,4
19,"Female","No","ltuni","Left University","Student",10000,"please specify","*MISSING*","2",0,"Large-City","United States","Single",0,0,"Yes","No","Very High",3,2.73,3.2,3.6,4,4,3,4,4,1,3,5,3,2,1,4,4,1,2,2,3,4,2,2,4,1,2,3,3,2,4,3,5,4,3,4,2,2,4,4,3,4,5,5,3,3,4,3,3
45,"Female","Yes","dip","Diploma","Full-Time",67500,"Creative Director","CREATIVE DIRECTOR","10",0,"Small City","United States","Married",0,3,"Yes","Yes","Very High",3,3.07,3.6,3.6,3,3,4,2,2,2,4,3,4,2,4,5,3,1,3,4,5,3,1,3,3,1,2,4,4,3,3,4,3,5,5,5,3,4,4,5,5,3,3,3,4,3,4,4,3
32.5,"Female","No","phd","PhD","Full-Time",150000,"attorney","ATTORNEY","1",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2,2.13,3,3.4,4,2,3,1,1,1,2,3,2,1,2,2,3,2,2,3,4,2,2,2,3,3,2,4,2,2,4,4,4,2,3,5,2,3,4,3,3,3,2,3,3,3,4,4,3
28,"Female","No","ma","Masters","Student",15000,"please specify","*MISSING*","3",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2.2,3.2,3,4.6,3,3,3,2,2,3,3,4,4,3,3,4,3,3,3,2,4,3,4,3,3,2,2,3,4,4,3,3,3,2,4,3,3,4,3,3,2,3,3,3,5,5,5,5,4
24,"Female","No","deg","Degree","Full-Time",45000,"teacher","TEACHER","2",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2.2,2.47,3.25,3.6,2,3,4,2,2,1,2,1,4,1,4,3,4,2,2,3,3,2,3,3,4,3,3,4,5,3,3,3,4,2,3,3,4,3,3,3,2,4,3,4,3,4,3,4,3
32.5,"Male","No","ltuni","Left University","Student",15000,"0","*MISSING*","3",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",3.2,2.6,3.5,2.8,4,4,5,3,3,1,1,3,2,3,1,4,5,3,5,2,1,3,2,2,4,1,5,4,4,3,4,4,5,1,2,4,2,3,5,5,4,5,3,5,2,3,2,2,1
25,"Female","No","ma","Masters","Full-Time",35000,"Law clerk","LEGAL CLERK","0",8,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",0.8,2.07,3,4.2,1,1,1,1,1,3,2,1,2,2,4,1,1,1,1,4,3,4,1,3,2,1,1,1,1,1,3,4,5,2,1,4,5,4,3,5,5,4,5,2,4,5,5,5,5
25,"Female","No","deg","Degree","Full-Time",35000,"Editor","EDITOR","1",4,"Large-City","United States","Married",0,0,"Yes","No","Very High",2.2,2.4,2.05,4,3,3,3,2,2,1,1,2,3,2,4,3,3,1,2,2,3,4,3,1,2,1,2,4,2,3,2,2,4,1,2,3,2,1,2,2,1,2,2,1,4,5,5,5,5
45,"Male","No","ltuni","Left University","Full-Time",25000,"president/CEO","CEO","1",6,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",2.8,3,3.3,2.8,4,3,3,4,4,2,1,5,2,3,5,4,3,3,4,2,2,3,2,3,3,2,4,5,3,4,4,3,4,1,5,2,2,3,4,3,3,4,4,5,2,1,3,3,2
55,"Male","Yes","ma","Masters","Full-Time",45000,"Pastor ; Life coach  clergy","PASTOR ; LIFE COACH  CLERGY","17",0,"Village","United States","Married",NA,0,"Yes","Yes","Very High",3.2,4.13,3.85,2.6,4,4,4,4,3,3,3,5,3,5,5,5,5,5,5,3,4,4,4,4,4,4,5,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,2,3,3,2,2
28,"Male","Yes","high","High School","Unemployed",35000,"Marketing","MARKETING","4",0,"Large-City","United States","Married",NA,1,"Yes","Yes","Very High",3.6,3.93,4.4,2.8,4,5,4,4,4,4,2,4,4,5,5,5,5,5,5,4,2,3,2,5,5,5,5,4,4,3,5,4,5,5,3,5,4,4,4,4,4,5,5,5,3,1,1,4,1
37.5,"Male","Yes","ma","Masters","Full-Time",150000,"IT Director","IT DIRECTOR","4",0,"Medium-Sized","United States","Married",NA,1,"No","No","Very High",2.2,2.33,2.25,3.2,3,2,3,2,2,2,1,4,2,3,2,2,3,3,3,2,2,2,2,2,2,1,2,2,3,2,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,3,4,4,4
21,"Female","No","ltuni","Left University","Student",NA,"0","*MISSING*","0",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3.2,3.2,3.05,3.4,5,4,4,3,3,1,2,5,3,3,4,5,5,3,3,2,3,3,3,1,4,1,3,3,2,3,3,4,5,2,3,4,1,3,5,3,2,5,4,5,2,3,3,4,2
32.5,"Female","No","deg","Degree","Full-Time",25000,"secretary","ADMIN ASSISTANT","5",0,"Medium-Sized","United States","Married",0,0,"Yes","Yes","Very High",2.4,2.73,3.35,3.2,3,3,3,3,3,1,1,1,4,3,2,3,2,2,5,4,4,3,3,4,4,3,2,4,3,4,4,4,4,2,4,4,2,2,5,3,1,4,4,3,3,3,3,4,2
32.5,"Female","No","ma","Masters","Full-Time",67500,"Program director at a non-profit organiz","PROGRAM DIRECTOR AT A NON-PROFIT ORGANIZ","2",0,"Large-City","United States","*Missing*",0,0,"Yes","No","Very High",2.2,2.6,3.15,4,3,3,3,2,3,2,2,3,4,2,3,3,2,2,4,2,3,2,2,4,4,2,2,3,4,2,4,2,3,4,3,4,2,2,3,5,4,3,3,4,4,4,4,4,4
55,"Female","No","ma","Masters","Part-Time",67500,"Tax Examiner","TAX EXAMINER","1",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.6,2.27,3.4,4.4,4,4,3,2,2,1,1,4,2,2,3,3,4,2,4,2,1,2,1,2,4,3,4,2,4,4,4,4,4,1,4,3,2,4,4,4,4,3,4,4,4,5,4,5,4
21,"Male","No","ltuni","Left University","Student",10000,"please specify","*MISSING*","3",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",2.2,2.27,2.8,3.8,4,4,2,1,1,2,1,1,4,2,2,4,3,2,4,2,1,3,2,1,3,1,2,4,2,3,4,3,4,2,2,3,3,2,4,3,3,4,3,4,3,4,4,4,3
32.5,"Male","No","deg","Degree","Full-Time",45000,"IT Engineer","IT ENGINEER","8",0,"Large Town","United States","Single",0,0,"Yes","Yes","Very High",3,3.27,3.3,2.4,4,4,4,3,3,1,3,5,4,3,2,4,3,3,4,5,4,2,3,3,4,2,2,4,3,4,3,3,4,3,3,4,2,3,3,5,3,4,4,3,2,3,2,2,2
22,"Female","No","deg","Degree","Full-Time",45000,"teacher","TEACHER","0",10,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.6,3.47,3.6,2.4,3,4,4,2,2,2,2,2,4,4,5,4,4,3,4,4,5,4,3,3,4,2,2,5,4,5,4,5,4,3,2,4,2,3,4,4,3,5,4,5,1,1,2,3,2
19,"Female","No","ltuni","Left University","Student",NA,"0","*MISSING*","0",0,"Medium-Sized","United States","Single",0,0,"No","No","Very High",1.6,1.93,2.35,3.6,3,2,2,1,2,4,2,2,2,1,1,1,2,4,1,2,2,2,1,1,2,1,2,5,3,2,2,2,3,2,4,3,2,2,2,2,3,1,3,2,4,4,4,4,4
45,"Female","No","deg","Degree","Full-Time",87500,"Graphic Designer","GRAPHIC DESIGNER","28",0,"Large-City","United States","Single",0,0,"No","No","Very High",0.8,1.4,1.65,4.2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,5,2,2,1,1,1,2,3,3,1,2,1,2,1,1,1,1,5,5,5,5,5
21,"Female","No","ltuni","Left University","Student",10000,"0","*MISSING*","3",0,"Medium-Sized","United States","Married",0,0,"Yes","Yes","Very High",2.8,3.4,3.65,3.8,3,3,4,4,4,3,3,4,4,3,2,5,3,3,3,4,3,4,3,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4
45,"Female","No","ma","Masters","Full-Time",67500,"writer","WRITER","17",0,"Medium-Sized","United States","Single",0,0,"No","No","Very High",2,2.33,2.55,3.4,3,3,2,2,2,2,2,4,3,2,2,3,2,1,1,3,3,3,2,3,3,1,1,2,3,3,2,3,3,2,4,3,3,2,2,3,2,3,3,2,4,4,4,3,3
28,"Male","No","phd","PhD","Full-Time",250000,"Attorney","ATTORNEY","2",0,"Large-City","United States","Single",0,0,"Yes","No","Very High",1.8,2.07,2.8,4.4,2,3,2,2,2,1,1,2,3,2,3,3,3,2,2,2,1,3,1,2,3,1,2,4,4,2,3,2,3,2,2,3,3,3,3,4,4,2,4,3,4,5,5,5,4
45,"Male","No","ma","Masters","Full-Time",10000,"Artist","ARTIST","9",2,"Small City","United States","Single",0,0,"Yes","No","Very High",1.4,1.6,2.7,2.4,1,2,3,1,1,1,1,3,1,1,1,1,1,4,1,3,1,3,1,2,4,1,1,2,1,1,3,4,4,1,5,3,2,2,3,4,3,4,4,4,2,2,1,3,2
32.5,"Female","No","phd","PhD","Full-Time",55000,"assistant professor","PROFESSOR","3",9,"Large-City","United States","Single",0,0,"Yes","No","Very High",3,1.33,3.25,4.8,5,5,4,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,5,2,1,5,5,2,5,2,5,1,1,5,3,2,2,5,4,5,4,4,5,5,5,5,5
45,"Male","No","ltuni","Left University","Unemployed",10000,"0","*MISSING*","0",0,"Medium-Sized","United States","Divorced",0,0,"Yes","Yes","Very High",2.2,3.73,3.6,1.6,2,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3,4,4,2,3,4,4,4,4,4,4,2,4,1,1,1,1,1
55,"Male","Yes","deg","Degree","Full-Time",150000,"director","DIRECTOR","0",6,"Large-City","United States","Married",0,2,"Yes","Yes","Very High",3.4,3.8,3.55,2.6,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,3,2,2,2,2
32.5,"Female","No","phd","PhD","Full-Time",67500,"college professor","PROFESSOR","5",0,"Large-City","United States","Single",0,0,"Yes","No","Very High",1.8,2.2,2.85,3.2,3,2,3,1,1,1,1,3,2,2,2,3,3,3,2,4,2,3,1,3,3,1,1,5,2,3,4,3,4,1,1,4,1,3,3,3,3,4,5,4,2,3,3,4,2
32.5,"Female","No","phd","PhD","Full-Time",45000,"0","*MISSING*","0",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",3.2,3.13,3.45,4.4,4,4,5,3,3,1,1,4,4,3,5,5,2,2,3,5,4,1,4,3,4,1,2,4,3,3,3,4,5,4,4,4,3,4,5,4,2,3,4,2,5,5,5,5,4
45,"Female","No","ma","Masters","Full-Time",87500,"senior consultant","CONSULTANT SR.","5",0,"Large-City","United States","Married",0,0,"No","No","Very High",2.2,2.53,2.75,3.6,3,2,4,2,2,1,2,4,3,2,1,3,2,1,4,3,4,2,4,2,3,3,2,5,2,2,3,3,2,2,4,2,2,3,3,4,3,2,3,2,4,4,4,4,4
21,"Female","No","deg","Degree","Student",10000,"0","*MISSING*","4",0,"Large Town","United States","Single",0,0,"Yes","No","Very High",2.8,2.2,2.85,3.6,3,4,5,2,2,1,1,4,3,1,2,3,3,1,3,2,2,4,1,1,4,1,3,3,4,3,3,4,3,2,2,3,2,3,2,5,3,2,4,4,3,3,4,4,3
21,"Female","No","ltuni","Left University","Student",10000,"Physical Science Technician","PHYSICAL SCIENCE TECHNICIAN","0",11,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",2,2.2,2.45,4.2,3,3,3,1,1,1,1,4,2,1,2,3,3,1,3,2,3,3,3,2,3,1,2,5,1,1,3,3,4,2,2,2,1,3,4,2,3,2,3,4,3,4,5,5,5
21,"Female","No","deg","Degree","Full-Time",35000,"letter carrier","LETTER CARRIER","0",6,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.6,3.53,3.7,2.6,4,3,3,3,3,1,4,5,5,3,4,4,4,3,4,2,4,2,5,3,4,2,4,5,4,4,4,4,3,3,4,4,3,4,5,2,4,4,4,4,2,2,3,2,4
28,"Female","No","ltuni","Left University","Student",15000,"0","*MISSING*","2",0,"Large-City","United States","Single",0,0,"Yes","No","Very High",2,2.4,3.3,2.8,3,2,2,3,3,2,1,2,2,3,1,2,3,2,4,4,2,4,1,4,4,1,4,5,4,3,3,3,4,1,4,3,3,3,3,5,2,4,3,3,2,2,4,3,3
22,"Male","No","deg","Degree","Student",10000,"0","*MISSING*","4",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.4,2.67,2.85,3.6,3,3,3,3,3,1,2,4,2,2,3,4,3,2,4,2,3,4,1,2,3,2,3,4,1,3,3,4,4,2,2,4,1,3,4,3,2,3,4,4,3,4,3,4,3
28,"Male","No","deg","Degree","Full-Time",55000,"0","*MISSING*","0",3,"Large-City","United States","Single",0,0,"Yes","No","Very High",1.8,2.8,2.7,2.8,2,3,2,2,2,1,3,5,4,2,1,3,1,1,3,5,4,5,2,3,4,2,2,3,2,2,2,3,3,5,2,2,1,1,1,5,5,2,4,3,3,3,3,2,5
55,"Female","Yes","high","High School","Full-Time",55000,"letter carrier","LETTER CARRIER","23",0,"Large Town","United States","Divorced",4,0,"Yes","Yes","Very High",2.6,3.73,4.35,3.8,4,3,3,3,3,5,3,4,3,4,2,4,4,3,4,5,4,4,4,5,5,3,5,5,5,3,5,4,4,3,3,3,5,5,4,5,5,5,5,5,3,3,4,4,4
32.5,"Male","No","ma","Masters","Part-Time",15000,"teacher's assistant/afterschool leader","TEACHER'S ASSISTANT/AFTERSCHOOL LEADER","0",7,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",3.6,3.53,3.9,2.4,4,5,5,4,4,1,3,5,5,3,2,3,5,4,4,3,4,2,5,4,4,5,4,5,5,4,4,2,4,4,4,4,1,4,4,5,3,4,4,4,2,2,2,2,2
37.5,"Male","No","ma","Masters","Student",15000,"Graduate Assistant","GRADUATE ASSISTANT","2",7,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",3.6,3.07,3.6,3.4,5,5,5,3,3,1,2,5,4,4,1,5,4,3,4,1,3,2,4,2,5,1,3,5,1,2,4,4,5,4,5,4,3,4,4,5,3,5,3,5,3,3,3,3,3
55,"Male","No","ma","Masters","Full-Time",87500,"film editor","FILM - EDITOR","23",0,"Large-City","United States","Divorced",0,0,"No","No","Very High",0.8,1.07,1,4.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5
28,"Male","No","ltuni","Left University","Student",15000,"insurance broker's assistant","INSURANCE BROKER'S ASSISTANT","10",0,"Small City","United States","Single",0,0,"Yes","*Missing*","Very High",2.8,2.53,2.95,3.4,4,3,3,4,3,5,1,1,2,4,4,2,3,4,4,1,1,2,1,4,4,3,1,5,1,4,4,3,4,3,3,3,3,2,3,1,3,2,3,3,2,5,3,4,4
21,"Female","No","deg","Degree","Student",10000,"please specify","*MISSING*","3",9,"Large Town","United States","Single",0,0,"Yes","Yes","Very High",3.4,3.87,3.9,1.6,4,4,5,4,4,2,4,5,4,4,3,4,5,4,4,3,4,5,3,3,4,5,3,4,4,4,4,4,4,2,4,4,3,4,4,5,4,4,5,4,1,1,1,1,1
28,"Female","No","deg","Degree","Student",15000,"please specify","*MISSING*","1",8,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2.8,3.33,4,4.4,4,4,3,3,3,3,1,5,3,3,4,4,4,3,5,4,1,5,2,5,5,3,4,3,1,5,4,3,5,3,3,3,5,5,5,5,4,4,5,5,4,4,4,5,3
20,"Female","No","ltuni","Left University","Student",10000,"please specify","*MISSING*",NA,0,"Large-City","United States","Single",0,0,"No","No","Very High",1.8,1.93,2.35,3.4,2,2,3,2,2,1,1,2,2,1,1,2,1,1,3,3,3,4,2,1,2,2,2,1,2,2,3,3,3,3,3,2,1,3,2,4,3,3,2,2,3,4,4,4,5
45,"Female","No","ma","Masters","Full-Time",87500,"Software trainer","TRAINING -  SOFTWARE","4",5,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",3.8,3.4,4.3,2.6,4,5,5,5,5,2,1,4,3,2,4,4,4,3,4,5,3,5,2,4,4,5,4,2,5,4,5,3,5,2,5,5,3,5,5,5,5,5,5,5,1,3,1,3,1
45,"Female","Yes","deg","Degree","Unemployed",150000,"home maker","HOME MAKER","10",0,"Small City","United States","Married",NA,0,"Yes","No","Very High",3,1.8,3.1,3.6,5,5,3,2,2,2,1,2,1,2,2,1,3,2,2,2,1,2,2,4,4,2,2,5,2,3,3,3,4,2,3,4,3,3,3,3,2,3,4,3,3,5,4,3,2
55,"Female","Yes","phd","PhD","Retired",NA,"0","*MISSING*","0",0,"Small Town","United States","Married",0,3,"No","No","Very High",2.2,2.33,2.65,3.4,2,2,2,2,2,2,1,4,2,2,1,3,1,2,2,3,3,4,3,3,3,2,2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,1,4,4,4,4,4
45,"Female","No","ltuni","Left University","Unemployed",10000,"self employeed","BUSINESS OWNER / SELF EMPLOYED","10",0,"Small City","United States","Married",0,0,"Yes","Yes","Very High",3.4,3.4,3.15,2.2,4,4,5,4,4,2,2,4,4,4,4,4,5,4,4,2,4,2,2,4,4,3,4,4,3,2,2,5,4,2,3,4,1,3,5,3,1,3,3,3,2,1,2,3,5
24,"Female","No","ma","Masters","Student",15000,"Research Assistant","RESEARCH ASSISTANT","0",2,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",3.2,4.47,4,3.4,4,4,4,4,4,2,4,5,5,5,5,5,5,5,5,4,5,3,5,5,5,3,3,4,3,4,4,4,4,4,5,5,3,3,4,4,4,4,5,5,3,3,3,3,3
32.5,"Female","No","ma","Masters","Student",15000,"please specify","*MISSING*","2",9,"Medium-Sized","United States","Divorced",0,0,"No","No","Very High",2.2,1.67,2.25,1.8,3,3,3,2,2,2,1,2,2,2,1,1,2,1,2,3,1,1,2,1,2,2,1,1,4,5,1,4,2,2,1,4,4,3,1,3,1,2,1,1,2,3,1,2,2
45,"Male","Yes","phd","PhD","Full-Time",250000,"Doctor; Physician","PHYSICIAN","3",7,"Medium-Sized","United States","Married",NA,0,"Yes","No","Very High",4,3.4,3.9,3.2,5,5,5,5,5,1,3,5,5,4,1,4,3,3,4,3,4,2,4,4,4,4,4,5,4,5,4,5,4,3,4,4,1,5,4,1,4,4,5,4,3,3,3,3,3
37.5,"Female","No","ma","Masters","Full-Time",87500,"0","*MISSING*","6",0,"Large-City","United States","*Missing*",0,0,"Yes","No","Very High",2.2,2.8,3.4,3.8,3,3,3,2,2,1,4,5,5,2,1,1,4,1,2,2,4,4,4,1,4,3,4,5,3,3,4,4,3,2,4,4,2,3,4,5,4,3,3,5,3,4,4,3,4
45,"Male","No","ltuni","Left University","Full-Time",35000,"Shipping/receiving/warehouse mgnt","WAREHOUSING","7",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",3.8,3.53,3.8,2.4,5,5,5,4,4,2,2,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,2,2,2,2,2
55,"Female","Yes","dip","Diploma","Part-Time",25000,"Graphic Designer","GRAPHIC DESIGNER","30",0,"Large-City","United States","Married",NA,0,"Yes","Yes","Very High",3,3.4,3.65,2.6,3,4,4,4,2,4,3,4,4,3,1,4,3,1,5,5,5,3,4,4,5,4,3,4,4,3,4,4,5,4,4,4,4,2,4,1,2,4,4,4,2,2,2,3,2
25,"Male","Yes","deg","Degree","Unemployed",15000,"0","*MISSING*","0",2,"Small City","United States","Married",NA,0,"Yes","Yes","Very High",2.8,3,3.65,2.2,3,4,4,3,4,1,1,5,2,4,3,2,4,3,5,3,2,5,1,4,4,3,4,4,3,4,4,4,4,2,3,3,4,5,4,4,3,4,3,4,2,3,1,1,1
24,"Female","No","ma","Masters","Student",25000,"please specify","*MISSING*","1",8,"Small City","United States","Single",0,0,"Yes","No","Very High",1.6,2.93,3.5,3.4,3,3,1,1,1,1,1,4,4,3,4,2,4,3,4,4,3,4,2,3,3,2,3,3,4,4,3,3,5,4,4,4,3,4,5,4,3,3,3,3,3,3,4,4,4
45,"Male","Yes","phd","PhD","Full-Time",150000,"0","*MISSING*","6",0,"Large-City","United States","Married",NA,0,"No","No","Very High",2.6,2.73,2.75,2.8,3,3,4,3,2,1,2,5,3,3,2,1,3,3,2,4,3,4,3,2,3,2,2,4,3,4,3,4,3,3,4,4,1,1,3,2,2,3,2,2,3,3,3,3,1
22,"Female","No","dip","Diploma","Part-Time",15000,"teacher","TEACHER","0",1,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2.2,2.07,2.6,3.2,4,3,2,2,2,1,1,1,4,3,5,3,3,1,2,2,1,1,1,1,2,1,2,2,2,2,3,3,3,4,5,4,1,1,4,4,3,2,3,3,3,5,2,3,4
21,"Female","No","deg","Degree","Student",10000,"0","*MISSING*","0",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3,2.73,3.3,4,4,4,4,3,3,1,1,5,3,3,2,3,4,2,3,3,3,2,3,2,4,3,4,2,3,2,4,4,4,2,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4
28,"Male","No","ma","Masters","Part-Time",25000,"Artist","ARTIST","2",0,"Large-City","United States","Single",0,0,"Yes","No","Very High",2.8,3.13,3.55,4.2,4,4,3,3,3,3,2,5,3,3,4,2,2,3,4,5,3,3,2,4,4,3,2,4,4,4,4,4,4,2,3,4,4,4,3,4,3,4,3,5,4,3,5,4,5
45,"Male","No","phd","PhD","Full-Time",55000,"college professor","PROFESSOR","14",11,"Small City","United States","Married",0,0,"Yes","Yes","Very High",1.6,2.87,3.25,4,2,2,2,2,2,1,1,1,5,4,3,5,2,4,5,1,3,1,5,4,5,2,1,2,5,1,5,2,3,3,5,5,1,4,3,5,3,2,4,2,4,5,4,5,1
37.5,"Male","No","ma","Masters","Full-Time",87500,"Senior Policy Advisor","POLICY ADVISOR","0",4,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",3,3.67,3.55,3,5,3,4,3,3,4,3,3,4,4,3,5,3,3,3,4,5,4,4,5,5,4,2,4,3,2,3,4,3,3,5,3,3,3,3,4,3,4,5,3,3,3,4,2,1
37.5,"Female","No","phd","PhD","Part-Time",NA,"medical sonographer","MEDICAL SONOGRAPHER","0",3,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",1.8,2.87,2.45,3,4,3,1,1,1,1,2,3,4,5,5,3,3,3,4,1,4,1,3,5,4,1,1,5,3,2,1,1,4,3,1,3,1,1,3,1,2,4,3,5,2,4,1,3,3
21,"Male","No","ltuni","Left University","Student",10000,"0","*MISSING*","4",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",2.6,3.13,3.2,3.8,4,2,4,3,3,2,3,2,4,4,3,4,4,3,4,2,3,2,4,4,4,2,2,3,2,2,4,3,4,4,4,4,2,2,3,4,4,3,4,3,3,4,4,5,4
28,"Female","No","ma","Masters","Student",25000,"please specify","*MISSING*","2",7,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",2,3.53,3.4,3.4,3,4,2,1,1,2,3,4,5,5,5,5,2,5,5,2,2,2,5,5,5,1,3,5,4,2,5,4,5,3,1,5,2,2,4,1,1,5,5,4,3,2,4,4,4
55,"Female","Yes","phd","PhD","Full-Time",55000,"teacher","TEACHER","7",0,"Small City","United States","Divorced",NA,2,"Yes","Yes","Very High",3.2,2.87,3.45,2.6,4,4,4,2,2,2,2,1,3,3,3,3,3,3,4,4,3,4,3,3,4,2,3,3,4,2,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3,2,2,3,2
24,"Female","No","ltuni","Left University","Student",15000,"Certified Nurse's Assistant","NURSING - CERTIFIED ASSISTANT","4",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2,2.73,2.8,3.4,3,2,3,2,2,2,3,5,3,2,1,5,3,2,3,2,3,4,1,1,2,4,3,5,4,2,2,4,3,3,2,2,2,3,4,2,3,3,2,3,3,4,3,4,3
22,"Female","No","ltuni","Left University","Part-Time",10000,"Asst. Pre-school Teacher","TEACHER","0",2,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2,3.47,3.35,2.8,3,3,2,2,2,4,3,5,3,3,1,4,4,2,4,4,4,5,4,3,3,2,3,4,3,3,3,4,2,4,4,3,4,4,4,3,3,4,4,4,2,2,3,3,4
22,"Female","No","ltuni","Left University","Student",10000,"0","*MISSING*","0",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.2,2.2,2.45,3.6,3,2,4,2,2,1,1,1,2,2,3,4,4,2,3,2,2,2,2,2,2,2,2,3,2,3,2,4,3,2,2,3,2,3,3,3,2,2,2,2,4,4,4,4,4
55,"Female","No","phd","PhD","Retired",35000,"retired","RETIRED","2",9,"Large-City","United States","Married",0,0,"No","No","Very High",1.8,2.33,3.35,3.6,3,3,1,2,1,1,1,2,3,3,4,2,3,3,3,3,2,2,2,3,4,3,2,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,2
20,"Male","No","ltuni","Left University","Student",10000,"please specify","*MISSING*",NA,0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.8,2.8,3.5,3.6,4,4,4,2,2,2,2,5,4,2,2,3,4,1,4,3,2,4,2,2,4,3,3,5,2,2,4,4,4,2,4,5,2,2,5,5,4,4,4,4,3,4,4,3,4
45,"Female","No","phd","PhD","Full-Time",150000,"attorney","ATTORNEY","10",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.4,2.33,3,2.4,3,5,2,2,2,4,1,3,2,1,3,2,3,2,2,4,1,4,1,4,4,3,3,4,1,2,4,2,4,1,1,3,4,3,3,4,4,3,3,4,1,2,2,3,2
45,"Male","Yes","phd","PhD","Full-Time",67500,"college professor","PROFESSOR","6",0,"Large-City","United States","Married",NA,0,"Yes","Yes","Very High",2.4,3.13,3.5,3.8,3,4,3,2,2,2,2,5,3,2,3,4,5,2,4,4,3,3,3,4,4,1,4,1,3,2,3,4,4,5,3,4,3,4,4,5,4,4,4,3,3,3,5,5,4
45,"Female","No","phd","PhD","Full-Time",67500,"college professor","PROFESSOR","17",0,"Medium-Sized","United States","Divorced",0,0,"Yes","Yes","Very High",2,3,3.4,3.2,2,3,3,2,2,4,1,2,2,5,4,4,4,3,3,4,2,4,1,4,4,2,1,4,5,3,4,3,4,2,2,4,4,3,4,4,3,4,4,5,3,3,2,3,3
